"","RequestType","total.income","count"
"763","Illegal Dumping Pickup",20820,1242
"764","Illegal Dumping Pickup",21075,920
"765","Illegal Dumping Pickup",21211,1180
"766","Illegal Dumping Pickup",21227,359
"767","Illegal Dumping Pickup",21259,557
"768","Illegal Dumping Pickup",21532,1031
"769","Illegal Dumping Pickup",22045,681
"770","Illegal Dumping Pickup",22228,818
"771","Illegal Dumping Pickup",22309,694
"772","Illegal Dumping Pickup",22418,1088
"773","Illegal Dumping Pickup",22518,1061
"774","Illegal Dumping Pickup",22638,897
"775","Illegal Dumping Pickup",22834,1236
"776","Illegal Dumping Pickup",22865,1822
"777","Illegal Dumping Pickup",22981,206
"778","Illegal Dumping Pickup",22996,537
"779","Illegal Dumping Pickup",23083,1078
"780","Illegal Dumping Pickup",23466,507
"781","Illegal Dumping Pickup",23575,826
"782","Illegal Dumping Pickup",23971,1
"783","Illegal Dumping Pickup",24545,304
"784","Illegal Dumping Pickup",24941,1568
"785","Illegal Dumping Pickup",25827,572
"786","Illegal Dumping Pickup",25904,300
"787","Illegal Dumping Pickup",25933,1006
"788","Illegal Dumping Pickup",26105,368
"789","Illegal Dumping Pickup",26337,101
"790","Illegal Dumping Pickup",26415,426
"791","Illegal Dumping Pickup",26438,416
"792","Illegal Dumping Pickup",27088,262
"793","Illegal Dumping Pickup",27546,647
"794","Illegal Dumping Pickup",28625,11
"795","Illegal Dumping Pickup",29086,330
"796","Illegal Dumping Pickup",30460,430
"797","Illegal Dumping Pickup",31003,490
"798","Illegal Dumping Pickup",31613,263
"799","Illegal Dumping Pickup",31675,38
"800","Illegal Dumping Pickup",31713,3
"801","Illegal Dumping Pickup",32432,340
"802","Illegal Dumping Pickup",33629,781
"803","Illegal Dumping Pickup",33730,20
"804","Illegal Dumping Pickup",33953,330
"805","Illegal Dumping Pickup",34831,525
"806","Illegal Dumping Pickup",35026,1
"807","Illegal Dumping Pickup",35388,159
"808","Illegal Dumping Pickup",35633,367
"809","Illegal Dumping Pickup",36258,784
"810","Illegal Dumping Pickup",37156,448
"811","Illegal Dumping Pickup",37776,459
"812","Illegal Dumping Pickup",38518,415
"813","Illegal Dumping Pickup",39311,177
"814","Illegal Dumping Pickup",39509,112
"815","Illegal Dumping Pickup",39664,161
"816","Illegal Dumping Pickup",40243,8
"817","Illegal Dumping Pickup",40362,284
"818","Illegal Dumping Pickup",40631,577
"819","Illegal Dumping Pickup",42001,23
"820","Illegal Dumping Pickup",42578,2
"821","Illegal Dumping Pickup",42628,235
"822","Illegal Dumping Pickup",42940,379
"823","Illegal Dumping Pickup",42963,256
"824","Illegal Dumping Pickup",43672,321
"825","Illegal Dumping Pickup",44314,280
"826","Illegal Dumping Pickup",44717,8
"827","Illegal Dumping Pickup",44887,327
"828","Illegal Dumping Pickup",45249,1
"829","Illegal Dumping Pickup",47068,903
"830","Illegal Dumping Pickup",48321,32
"831","Illegal Dumping Pickup",48605,260
"832","Illegal Dumping Pickup",49150,2
"833","Illegal Dumping Pickup",50272,408
"834","Illegal Dumping Pickup",50613,1
"835","Illegal Dumping Pickup",51183,48
"836","Illegal Dumping Pickup",53286,250
"837","Illegal Dumping Pickup",53733,39
"838","Illegal Dumping Pickup",61464,217
"839","Illegal Dumping Pickup",61485,182
"840","Illegal Dumping Pickup",63516,84
"841","Illegal Dumping Pickup",63733,6
"842","Illegal Dumping Pickup",64156,10
"843","Illegal Dumping Pickup",66707,5
"844","Illegal Dumping Pickup",69602,62
"845","Illegal Dumping Pickup",75404,37
"846","Metal/Household Appliances",12156,27
"847","Metal/Household Appliances",12324,23
"848","Metal/Household Appliances",12679,386
"849","Metal/Household Appliances",14416,25
"850","Metal/Household Appliances",15022,551
"851","Metal/Household Appliances",15239,1350
"852","Metal/Household Appliances",15325,220
"853","Metal/Household Appliances",15333,1196
"854","Metal/Household Appliances",15440,1006
"855","Metal/Household Appliances",15495,458
"856","Metal/Household Appliances",15507,452
"857","Metal/Household Appliances",15632,190
"858","Metal/Household Appliances",15653,678
"859","Metal/Household Appliances",15871,636
"860","Metal/Household Appliances",15932,299
"861","Metal/Household Appliances",15997,403
"862","Metal/Household Appliances",16128,598
"863","Metal/Household Appliances",16295,168
"864","Metal/Household Appliances",16537,1224
"865","Metal/Household Appliances",16659,311
"866","Metal/Household Appliances",16956,474
"867","Metal/Household Appliances",16970,212
"868","Metal/Household Appliances",17163,451
"869","Metal/Household Appliances",17239,943
"870","Metal/Household Appliances",17269,15
"871","Metal/Household Appliances",17312,154
"872","Metal/Household Appliances",18407,713
"873","Metal/Household Appliances",18537,727
"874","Metal/Household Appliances",18783,759
"875","Metal/Household Appliances",18932,1411
"876","Metal/Household Appliances",19067,1090
"877","Metal/Household Appliances",19103,622
"878","Metal/Household Appliances",19309,755
"879","Metal/Household Appliances",20122,1166
"880","Metal/Household Appliances",20135,570
"881","Metal/Household Appliances",20210,690
"882","Metal/Household Appliances",20356,1
"883","Metal/Household Appliances",20401,698
"884","Metal/Household Appliances",20468,191
"885","Metal/Household Appliances",20820,1032
"886","Metal/Household Appliances",21075,1112
"887","Metal/Household Appliances",21211,1193
"888","Metal/Household Appliances",21227,467
"889","Metal/Household Appliances",21259,502
"890","Metal/Household Appliances",21532,1395
"891","Metal/Household Appliances",22045,1018
"892","Metal/Household Appliances",22228,872
"893","Metal/Household Appliances",22309,887
"894","Metal/Household Appliances",22418,1366
"895","Metal/Household Appliances",22518,1001
"896","Metal/Household Appliances",22638,1249
"897","Metal/Household Appliances",22834,1208
"898","Metal/Household Appliances",22865,1540
"899","Metal/Household Appliances",22981,168
"900","Metal/Household Appliances",22996,387
"901","Metal/Household Appliances",23083,1663
"902","Metal/Household Appliances",23466,444
"903","Metal/Household Appliances",23575,743
"904","Metal/Household Appliances",24545,364
"905","Metal/Household Appliances",24941,1747
"906","Metal/Household Appliances",25827,1074
"907","Metal/Household Appliances",25904,545
"908","Metal/Household Appliances",25933,788
"909","Metal/Household Appliances",26105,783
"910","Metal/Household Appliances",26337,122
"911","Metal/Household Appliances",26415,729
"912","Metal/Household Appliances",26438,413
"913","Metal/Household Appliances",27088,311
"914","Metal/Household Appliances",27546,907
"915","Metal/Household Appliances",28625,19
"916","Metal/Household Appliances",29086,653
"917","Metal/Household Appliances",30460,660
"918","Metal/Household Appliances",31003,1288
"919","Metal/Household Appliances",31613,584
"920","Metal/Household Appliances",31675,20
"921","Metal/Household Appliances",32432,1162
"922","Metal/Household Appliances",33629,1052
"923","Metal/Household Appliances",33730,106
"924","Metal/Household Appliances",33953,566
"925","Metal/Household Appliances",34831,919
"926","Metal/Household Appliances",35388,157
"927","Metal/Household Appliances",35633,539
"928","Metal/Household Appliances",36258,1067
"929","Metal/Household Appliances",37156,985
"930","Metal/Household Appliances",37776,722
"931","Metal/Household Appliances",38518,744
"932","Metal/Household Appliances",39311,391
"933","Metal/Household Appliances",39509,741
"934","Metal/Household Appliances",39664,995
"935","Metal/Household Appliances",40243,17
"936","Metal/Household Appliances",40362,637
"937","Metal/Household Appliances",40631,666
"938","Metal/Household Appliances",42001,19
"939","Metal/Household Appliances",42578,12
"940","Metal/Household Appliances",42628,710
"941","Metal/Household Appliances",42940,684
"942","Metal/Household Appliances",42963,430
"943","Metal/Household Appliances",43672,669
"944","Metal/Household Appliances",44314,903
"945","Metal/Household Appliances",44717,26
"946","Metal/Household Appliances",44887,579
"947","Metal/Household Appliances",47068,717
"948","Metal/Household Appliances",48321,164
"949","Metal/Household Appliances",48605,348
"950","Metal/Household Appliances",50272,731
"951","Metal/Household Appliances",50613,2
"952","Metal/Household Appliances",51183,96
"953","Metal/Household Appliances",53286,570
"954","Metal/Household Appliances",53564,1
"955","Metal/Household Appliances",53733,189
"956","Metal/Household Appliances",61464,392
"957","Metal/Household Appliances",61485,622
"958","Metal/Household Appliances",63516,175
"959","Metal/Household Appliances",63733,2
"960","Metal/Household Appliances",64156,43
"961","Metal/Household Appliances",66707,32
"962","Metal/Household Appliances",69602,570
"963","Metal/Household Appliances",75404,202
"964","Multiple Streetlight Issue",3309,1
"965","Multiple Streetlight Issue",12156,42
"966","Multiple Streetlight Issue",12324,15
"967","Multiple Streetlight Issue",12679,43
"968","Multiple Streetlight Issue",14416,53
"969","Multiple Streetlight Issue",15022,38
"970","Multiple Streetlight Issue",15239,53
"971","Multiple Streetlight Issue",15325,76
"972","Multiple Streetlight Issue",15333,74
"973","Multiple Streetlight Issue",15440,103
"974","Multiple Streetlight Issue",15495,35
"975","Multiple Streetlight Issue",15507,15
"976","Multiple Streetlight Issue",15632,81
"977","Multiple Streetlight Issue",15653,20
"978","Multiple Streetlight Issue",15871,119
"979","Multiple Streetlight Issue",15932,16
"980","Multiple Streetlight Issue",15997,41
"981","Multiple Streetlight Issue",16128,24
"982","Multiple Streetlight Issue",16295,12
"983","Multiple Streetlight Issue",16537,58
"984","Multiple Streetlight Issue",16659,30
"985","Multiple Streetlight Issue",16956,84
"986","Multiple Streetlight Issue",16970,10
"987","Multiple Streetlight Issue",17163,24
"988","Multiple Streetlight Issue",17239,13
"989","Multiple Streetlight Issue",17269,57
"990","Multiple Streetlight Issue",17312,45
"991","Multiple Streetlight Issue",18407,9
"992","Multiple Streetlight Issue",18537,32
"993","Multiple Streetlight Issue",18783,48
"994","Multiple Streetlight Issue",18932,115
"995","Multiple Streetlight Issue",19067,48
"996","Multiple Streetlight Issue",19103,44
"997","Multiple Streetlight Issue",19309,78
"998","Multiple Streetlight Issue",20122,46
"999","Multiple Streetlight Issue",20135,20
"1000","Multiple Streetlight Issue",20210,34
"1001","Multiple Streetlight Issue",20356,1
"1002","Multiple Streetlight Issue",20401,76
"1003","Multiple Streetlight Issue",20468,15
"1004","Multiple Streetlight Issue",20820,156
"1005","Multiple Streetlight Issue",21075,56
"1006","Multiple Streetlight Issue",21211,41
"1007","Multiple Streetlight Issue",21227,30
"1008","Multiple Streetlight Issue",21259,27
"1009","Multiple Streetlight Issue",21532,21
"1010","Multiple Streetlight Issue",22045,50
"1011","Multiple Streetlight Issue",22228,81
"1012","Multiple Streetlight Issue",22309,14
"1013","Multiple Streetlight Issue",22418,36
"1014","Multiple Streetlight Issue",22518,26
"1015","Multiple Streetlight Issue",22638,46
"1016","Multiple Streetlight Issue",22834,33
"1017","Multiple Streetlight Issue",22865,58
"1018","Multiple Streetlight Issue",22981,21
"1019","Multiple Streetlight Issue",22996,10
"1020","Multiple Streetlight Issue",23083,113
"1021","Multiple Streetlight Issue",23466,22
"1022","Multiple Streetlight Issue",23575,41
"1023","Multiple Streetlight Issue",23578,1
"1024","Multiple Streetlight Issue",24545,9
"1025","Multiple Streetlight Issue",24941,25
"1026","Multiple Streetlight Issue",25827,67
"1027","Multiple Streetlight Issue",25904,21
"1028","Multiple Streetlight Issue",25933,32
"1029","Multiple Streetlight Issue",26105,18
"1030","Multiple Streetlight Issue",26337,4
"1031","Multiple Streetlight Issue",26415,10
"1032","Multiple Streetlight Issue",26438,33
"1033","Multiple Streetlight Issue",27088,13
"1034","Multiple Streetlight Issue",27546,59
"1035","Multiple Streetlight Issue",28625,1
"1036","Multiple Streetlight Issue",29086,26
"1037","Multiple Streetlight Issue",30460,36
"1038","Multiple Streetlight Issue",31003,49
"1039","Multiple Streetlight Issue",31613,14
"1040","Multiple Streetlight Issue",31675,11
"1041","Multiple Streetlight Issue",32432,36
"1042","Multiple Streetlight Issue",33629,28
"1043","Multiple Streetlight Issue",33730,7
"1044","Multiple Streetlight Issue",33953,25
"1045","Multiple Streetlight Issue",34831,69
"1046","Multiple Streetlight Issue",35388,8
"1047","Multiple Streetlight Issue",35633,26
"1048","Multiple Streetlight Issue",36258,52
"1049","Multiple Streetlight Issue",37156,185
"1050","Multiple Streetlight Issue",37776,50
"1051","Multiple Streetlight Issue",38518,26
"1052","Multiple Streetlight Issue",39311,36
"1053","Multiple Streetlight Issue",39509,5
"1054","Multiple Streetlight Issue",39664,19
"1055","Multiple Streetlight Issue",40362,40
"1056","Multiple Streetlight Issue",40631,72
"1057","Multiple Streetlight Issue",42001,1
"1058","Multiple Streetlight Issue",42628,7
"1059","Multiple Streetlight Issue",42940,175
"1060","Multiple Streetlight Issue",42963,46
"1061","Multiple Streetlight Issue",43672,65
"1062","Multiple Streetlight Issue",44314,54
"1063","Multiple Streetlight Issue",44887,150
"1064","Multiple Streetlight Issue",47068,22
"1065","Multiple Streetlight Issue",48321,37
"1066","Multiple Streetlight Issue",48605,12
"1067","Multiple Streetlight Issue",50272,128
"1068","Multiple Streetlight Issue",50613,1
"1069","Multiple Streetlight Issue",51183,42
"1070","Multiple Streetlight Issue",53286,55
"1071","Multiple Streetlight Issue",53733,12
"1072","Multiple Streetlight Issue",61464,23
"1073","Multiple Streetlight Issue",61485,118
"1074","Multiple Streetlight Issue",63516,6
"1075","Multiple Streetlight Issue",63733,14
"1076","Multiple Streetlight Issue",64156,4
"1077","Multiple Streetlight Issue",66707,12
"1078","Multiple Streetlight Issue",69602,50
"1079","Multiple Streetlight Issue",75404,15
"1080","Other",3309,2
"1081","Other",12156,111
"1082","Other",12324,16
"1083","Other",12679,122
"1084","Other",14416,55
"1085","Other",15022,122
"1086","Other",15239,160
"1087","Other",15325,181
"1088","Other",15333,178
"1089","Other",15440,233
"1090","Other",15495,87
"1091","Other",15507,43
"1092","Other",15632,70
"1093","Other",15653,73
"1094","Other",15871,202
"1095","Other",15932,53
"1096","Other",15997,94
"1097","Other",16128,126
"1098","Other",16295,22
"1099","Other",16537,163
"1100","Other",16659,89
"1101","Other",16956,69
"1102","Other",16970,49
"1103","Other",17075,1
"1104","Other",17163,122
"1105","Other",17239,197
"1106","Other",17269,59
"1107","Other",17312,172
"1108","Other",18407,115
"1109","Other",18537,204
"1110","Other",18783,167
"1111","Other",18932,325
"1112","Other",19067,147
"1113","Other",19103,149
"1114","Other",19309,266
"1115","Other",20122,228
"1116","Other",20135,148
"1117","Other",20210,153
"1118","Other",20401,149
"1119","Other",20468,32
"1120","Other",20820,275
"1121","Other",21075,120
"1122","Other",21211,175
"1123","Other",21227,113
"1124","Other",21259,130
"1125","Other",21532,245
"1126","Other",22045,180
"1127","Other",22228,145
"1128","Other",22309,149
"1129","Other",22418,340
"1130","Other",22518,269
"1131","Other",22638,276
"1132","Other",22834,250
"1133","Other",22865,348
"1134","Other",22981,29
"1135","Other",22996,68
"1136","Other",23083,224
"1137","Other",23466,68
"1138","Other",23575,151
"1139","Other",23578,1
"1140","Other",24545,41
"1141","Other",24941,243
"1142","Other",25827,178
"1143","Other",25904,84
"1144","Other",25933,136
"1145","Other",26105,148
"1146","Other",26337,20
"1147","Other",26415,144
"1148","Other",26438,88
"1149","Other",27088,38
"1150","Other",27546,200
"1151","Other",28266,2
"1152","Other",28625,2
"1153","Other",29086,83
"1154","Other",30460,106
"1155","Other",31003,185
"1156","Other",31613,116
"1157","Other",31675,59
"1158","Other",32432,116
"1159","Other",33629,148
"1160","Other",33730,5
"1161","Other",33953,120
"1162","Other",34831,164
"1163","Other",35388,44
"1164","Other",35633,103
"1165","Other",36258,190
"1166","Other",37156,155
"1167","Other",37776,108
"1168","Other",38518,175
"1169","Other",39311,95
"1170","Other",39509,65
"1171","Other",39664,73
"1172","Other",40362,125
"1173","Other",40631,125
"1174","Other",42001,13
"1175","Other",42578,1
"1176","Other",42628,147
"1177","Other",42940,133
"1178","Other",42963,82
"1179","Other",43672,134
"1180","Other",44136,2
"1181","Other",44314,147
"1182","Other",44717,6
"1183","Other",44887,120
"1184","Other",47068,266
"1185","Other",48321,38
"1186","Other",48605,92
"1187","Other",50272,207
"1188","Other",51183,51
"1189","Other",52538,4
"1190","Other",53286,192
"1191","Other",53733,36
"1192","Other",61464,107
"1193","Other",61485,111
"1194","Other",63516,63
"1195","Other",63733,11
"1196","Other",64156,15
"1197","Other",66707,8
"1198","Other",69602,83
"1199","Other",75404,39
"1200","Other",NA,1
"1201","Report Water Waste",12156,2
"1202","Report Water Waste",12679,11
"1203","Report Water Waste",14416,3
"1204","Report Water Waste",15022,7
"1205","Report Water Waste",15239,17
"1206","Report Water Waste",15325,13
"1207","Report Water Waste",15333,9
"1208","Report Water Waste",15440,15
"1209","Report Water Waste",15495,5
"1210","Report Water Waste",15507,7
"1211","Report Water Waste",15632,10
"1212","Report Water Waste",15653,5
"1213","Report Water Waste",15871,8
"1214","Report Water Waste",15932,7
"1215","Report Water Waste",15997,6
"1216","Report Water Waste",16128,6
"1217","Report Water Waste",16537,4
"1218","Report Water Waste",16956,10
"1219","Report Water Waste",16970,1
"1220","Report Water Waste",17163,11
"1221","Report Water Waste",17239,9
"1222","Report Water Waste",17312,8
"1223","Report Water Waste",18407,11
"1224","Report Water Waste",18537,8
"1225","Report Water Waste",18783,8
"1226","Report Water Waste",18932,14
"1227","Report Water Waste",19067,5
"1228","Report Water Waste",19103,10
"1229","Report Water Waste",19309,4
"1230","Report Water Waste",20122,26
"1231","Report Water Waste",20135,19
"1232","Report Water Waste",20210,8
"1233","Report Water Waste",20401,6
"1234","Report Water Waste",20820,22
"1235","Report Water Waste",21075,10
"1236","Report Water Waste",21211,7
"1237","Report Water Waste",21227,12
"1238","Report Water Waste",21259,8
"1239","Report Water Waste",21532,94
"1240","Report Water Waste",22045,8
"1241","Report Water Waste",22228,10
"1242","Report Water Waste",22309,8
"1243","Report Water Waste",22418,15
"1244","Report Water Waste",22518,20
"1245","Report Water Waste",22638,7
"1246","Report Water Waste",22834,16
"1247","Report Water Waste",22865,26
"1248","Report Water Waste",22996,21
"1249","Report Water Waste",23083,21
"1250","Report Water Waste",23466,4
"1251","Report Water Waste",23575,14
"1252","Report Water Waste",24545,2
"1253","Report Water Waste",24941,15
"1254","Report Water Waste",25827,8
"1255","Report Water Waste",25904,7
"1256","Report Water Waste",25933,34
"1257","Report Water Waste",26105,9
"1258","Report Water Waste",26415,4
"1259","Report Water Waste",26438,5
"1260","Report Water Waste",27088,1
"1261","Report Water Waste",27546,38
"1262","Report Water Waste",28625,1
"1263","Report Water Waste",29086,4
"1264","Report Water Waste",30460,6
"1265","Report Water Waste",31003,11
"1266","Report Water Waste",31613,5
"1267","Report Water Waste",31675,8
"1268","Report Water Waste",32432,10
"1269","Report Water Waste",33629,37
"1270","Report Water Waste",33953,11
"1271","Report Water Waste",34831,21
"1272","Report Water Waste",35388,2
"1273","Report Water Waste",35633,6
"1274","Report Water Waste",36258,16
"1275","Report Water Waste",37156,9
"1276","Report Water Waste",37776,23
"1277","Report Water Waste",38518,26
"1278","Report Water Waste",39311,5
"1279","Report Water Waste",39509,2
"1280","Report Water Waste",39664,5
"1281","Report Water Waste",40243,2
"1282","Report Water Waste",40362,7
"1283","Report Water Waste",40631,23
"1284","Report Water Waste",42001,2
"1285","Report Water Waste",42628,5
"1286","Report Water Waste",42940,362
"1287","Report Water Waste",42963,35
"1288","Report Water Waste",43672,27
"1289","Report Water Waste",44314,11
"1290","Report Water Waste",44887,17
"1291","Report Water Waste",47068,20
"1292","Report Water Waste",48321,9
"1293","Report Water Waste",48605,18
"1294","Report Water Waste",50272,20
"1295","Report Water Waste",51183,11
"1296","Report Water Waste",53286,15
"1297","Report Water Waste",53733,4
"1298","Report Water Waste",61464,8
"1299","Report Water Waste",61485,8
"1300","Report Water Waste",63516,2
"1301","Report Water Waste",63733,3
"1302","Report Water Waste",66707,1
"1303","Report Water Waste",69602,11
"1304","Report Water Waste",75404,12
"1305","Single Streetlight Issue",2870,4
"1306","Single Streetlight Issue",3309,13
"1307","Single Streetlight Issue",12156,151
"1308","Single Streetlight Issue",12324,14
"1309","Single Streetlight Issue",12679,246
"1310","Single Streetlight Issue",14416,181
"1311","Single Streetlight Issue",15022,157
"1312","Single Streetlight Issue",15239,184
"1313","Single Streetlight Issue",15325,453
"1314","Single Streetlight Issue",15333,156
"1315","Single Streetlight Issue",15440,205
"1316","Single Streetlight Issue",15495,76
"1317","Single Streetlight Issue",15507,54
"1318","Single Streetlight Issue",15632,187
"1319","Single Streetlight Issue",15653,69
"1320","Single Streetlight Issue",15871,355
"1321","Single Streetlight Issue",15932,69
"1322","Single Streetlight Issue",15997,109
"1323","Single Streetlight Issue",16128,196
"1324","Single Streetlight Issue",16295,16
"1325","Single Streetlight Issue",16537,142
"1326","Single Streetlight Issue",16659,88
"1327","Single Streetlight Issue",16956,250
"1328","Single Streetlight Issue",16970,39
"1329","Single Streetlight Issue",17163,105
"1330","Single Streetlight Issue",17239,75
"1331","Single Streetlight Issue",17269,135
"1332","Single Streetlight Issue",17312,193
"1333","Single Streetlight Issue",18407,65
"1334","Single Streetlight Issue",18537,146
"1335","Single Streetlight Issue",18783,168
"1336","Single Streetlight Issue",18932,296
"1337","Single Streetlight Issue",19067,201
"1338","Single Streetlight Issue",19103,82
"1339","Single Streetlight Issue",19309,249
"1340","Single Streetlight Issue",20122,127
"1341","Single Streetlight Issue",20135,121
"1342","Single Streetlight Issue",20210,83
"1343","Single Streetlight Issue",20401,204
"1344","Single Streetlight Issue",20468,32
"1345","Single Streetlight Issue",20820,336
"1346","Single Streetlight Issue",21075,105
"1347","Single Streetlight Issue",21211,108
"1348","Single Streetlight Issue",21227,92
"1349","Single Streetlight Issue",21259,194
"1350","Single Streetlight Issue",21532,145
"1351","Single Streetlight Issue",22045,135
"1352","Single Streetlight Issue",22228,95
"1353","Single Streetlight Issue",22309,73
"1354","Single Streetlight Issue",22418,80
"1355","Single Streetlight Issue",22518,117
"1356","Single Streetlight Issue",22638,89
"1357","Single Streetlight Issue",22834,204
"1358","Single Streetlight Issue",22865,218
"1359","Single Streetlight Issue",22981,23
"1360","Single Streetlight Issue",22996,35
"1361","Single Streetlight Issue",23083,241
"1362","Single Streetlight Issue",23466,106
"1363","Single Streetlight Issue",23575,100
"1364","Single Streetlight Issue",24545,39
"1365","Single Streetlight Issue",24941,182
"1366","Single Streetlight Issue",25827,160
"1367","Single Streetlight Issue",25904,108
"1368","Single Streetlight Issue",25933,105
"1369","Single Streetlight Issue",26105,61
"1370","Single Streetlight Issue",26337,22
"1371","Single Streetlight Issue",26415,36
"1372","Single Streetlight Issue",26438,59
"1373","Single Streetlight Issue",27088,32
"1374","Single Streetlight Issue",27546,195
"1375","Single Streetlight Issue",28625,8
"1376","Single Streetlight Issue",29086,101
"1377","Single Streetlight Issue",30460,63
"1378","Single Streetlight Issue",31003,119
"1379","Single Streetlight Issue",31613,33
"1380","Single Streetlight Issue",31675,23
"1381","Single Streetlight Issue",32432,156
"1382","Single Streetlight Issue",33629,94
"1383","Single Streetlight Issue",33730,12
"1384","Single Streetlight Issue",33953,62
"1385","Single Streetlight Issue",34831,218
"1386","Single Streetlight Issue",35026,2
"1387","Single Streetlight Issue",35388,6
"1388","Single Streetlight Issue",35633,117
"1389","Single Streetlight Issue",36258,118
"1390","Single Streetlight Issue",37156,332
"1391","Single Streetlight Issue",37776,176
"1392","Single Streetlight Issue",38518,150
"1393","Single Streetlight Issue",39311,131
"1394","Single Streetlight Issue",39509,31
"1395","Single Streetlight Issue",39664,64
"1396","Single Streetlight Issue",40243,3
"1397","Single Streetlight Issue",40362,154
"1398","Single Streetlight Issue",40631,312
"1399","Single Streetlight Issue",42001,8
"1400","Single Streetlight Issue",42578,1
"1401","Single Streetlight Issue",42628,88
"1402","Single Streetlight Issue",42940,398
"1403","Single Streetlight Issue",42963,284
"1404","Single Streetlight Issue",43672,207
"1405","Single Streetlight Issue",44136,1
"1406","Single Streetlight Issue",44314,227
"1407","Single Streetlight Issue",44717,1
"1408","Single Streetlight Issue",44887,338
"1409","Single Streetlight Issue",47068,80
"1410","Single Streetlight Issue",48321,146
"1411","Single Streetlight Issue",48605,88
"1412","Single Streetlight Issue",50272,409
"1413","Single Streetlight Issue",50613,1
"1414","Single Streetlight Issue",51183,136
"1415","Single Streetlight Issue",52538,3
"1416","Single Streetlight Issue",53286,251
"1417","Single Streetlight Issue",53564,2
"1418","Single Streetlight Issue",53733,25
"1419","Single Streetlight Issue",61464,129
"1420","Single Streetlight Issue",61485,434
"1421","Single Streetlight Issue",63516,42
"1422","Single Streetlight Issue",63733,18
"1423","Single Streetlight Issue",64156,7
"1424","Single Streetlight Issue",66707,38
"1425","Single Streetlight Issue",69602,198
"1426","Single Streetlight Issue",75404,107
"1427","Single Streetlight Issue",NA,2
